Time (s),Channel 1 (V),Channel 2 (V)
-0.00512,0.76842979610796,-0.21055568711556033
-0.00511875,0.7724474757710225,-0.2061884369183891
-0.0051175,0.775460735518321,-0.2024930713669354
-0.00511625,0.7794784151813816,-0.2001414751069212
-0.005115,0.7824916749286783,-0.19611016723260927
-0.00511375,0.7855049346759752,-0.19342262864973467
-0.0051125,0.7898574209776261,-0.18972726309828206
-0.00511125,0.7928706807249215,-0.18737566683826787
-0.00511,0.7965535537493967,-0.1840162436096735
-0.00510875,0.7999016201352837,-0.17964899341250087
-0.0051075,0.8035844931597559,-0.1766255125067683
-0.00510625,0.807936979461408,-0.17192231998673652
-0.005105,0.810615432570115,-0.1692347814038631
-0.00510375,0.814967918871766,-0.16621130049812918
-0.0051025,0.8189855985348283,-0.16318781959239523
-0.00510125,0.8219988582821252,-0.1601643386866613
-0.0051,0.8243425047522437,-0.15680491545806954
-0.00509875,0.8283601844153072,-0.1527736075837561
-0.0050975,0.8330474773555482,-0.1490782420323021
-0.00509625,0.836395543741432,-0.14605476112656957
-0.005095,0.840748030043084,-0.14303128022083378
-0.00509375,0.8430916765132026,-0.1389999723465237
-0.0050925,0.8467745495376765,-0.13564054911793041
-0.00509125,0.8514618424779138,-0.13228112588933869
-0.00509,0.8554795221409783,-0.12690604872358793
-0.00508875,0.8581579752496853,-0.12522633710929207
-0.0050875,0.8618408482741604,-0.12220285620355734
-0.00508625,0.8655237212986366,-0.11783560600638379
-0.005085,0.8708806275160508,-0.11279647116349618
-0.00508375,0.8718850474318164,-0.11212458651777753
-0.0050825,0.8769071470106443,-0.1067495093520283
-0.00508125,0.8819292465894722,-0.10238225915485705
-0.00508,0.8836032797824142,-0.10003066289484283
-0.00507875,0.88929499263842,-0.09599935502052984
-0.0050775,0.8926430590243037,-0.09230398946907892
-0.00507625,0.8963259320487792,-0.08827268159476531
-0.005075,0.9006784183504317,-0.08524920068902984
-0.00507375,0.904361291374904,-0.0818897774604381
-0.0050725,0.9083789710379663,-0.0781944119089855
-0.00507125,0.9110574241466746,-0.07416310403467359
-0.00507,0.915075103809737,-0.07080368080608032
-0.00506875,0.9184231701956207,-0.0671083152546294
-0.0050675,0.9231104631358618,-0.06374889202603445
-0.00506625,0.9271281427989262,-0.05938164182886167
-0.005065,0.9318154357391636,-0.05602221860026993
-0.00506375,0.9338242755706967,-0.05299873769453446
-0.0050625,0.9381767618723457,-0.04963931446594272
-0.00506125,0.9425292481739965,-0.04527206426877147
-0.00506,0.9448728946441163,-0.04258452568589685
-0.00505875,0.9502298008615327,-0.03888916013444425
-0.0050575,0.9532430606088282,-0.03385002529155664
-0.00505625,0.9565911269947149,-0.031498429031539064
-0.005055,0.9619480332121332,-0.026123351865788305
-0.00505375,0.9659657128751937,-0.022763928637196562
-0.0050525,0.9693137792610811,-0.020412332377179446
-0.00505125,0.9736662655627301,-0.01638102450286935
-0.00505,0.9773491385872038,-0.013357543597135412
-0.00504875,0.9800275916959109,-0.008318408754247799
-0.0050475,0.9840452713589745,-0.005630870171370891
-0.00504625,0.9890673709378002,8.014931723506966e-05
-0.005045,0.9934198572394534,0.003439572545830936
-0.00504375,0.9967679236253404,0.005791168805848058
-0.0050425,1.0004507966498126,0.009822476680158147
-0.00504125,1.0037988630356978,0.012510015263032763
-0.00504,1.008820962614526,0.017213207783063338
-0.00503875,1.0125038356389997,0.021244515657375264
-0.0050375,1.0165215153020604,0.02527582353168536
-0.00503625,1.0191999684107704,0.027963362114561803
-0.005035,1.0238872613510075,0.03266655463459024
-0.00503375,1.0279049410140721,0.03602597786318565
-0.0050325,1.0319226206771366,0.0400572857374991
-0.00503125,1.0362751069787854,0.043416708966090845
-0.00503,1.0392883667260822,0.046440189871824786
-0.00502875,1.0439756596663217,0.05080744006899603
-0.0050275,1.0459844994978529,0.0541668632975893
-0.00502625,1.0506717924380902,0.05853411349475857
-0.005025,1.0556938920169203,0.06357324833765046
-0.00502375,1.0577027318484542,0.06458107530623103
-0.0050225,1.0633944447044565,0.070292094794837
-0.00502125,1.066742511090343,0.07230774873199479
-0.00502,1.0694209641990502,0.07633905660630488
-0.00501875,1.0744430637778781,0.08037036448061681
-0.0050175,1.078125936802352,0.08507355700064738
-0.00501625,1.0818088098268257,0.08708921093780335
-0.005015,1.0844872629355329,0.0914564611349726
-0.00501375,1.090178975791539,0.09582371133214584
-0.0050125,1.0921878156230718,0.09851124991502153
-0.00501125,1.0955358820089556,0.10086284617503576
-0.00501,1.1015624015035503,0.10523009637220868
-0.00500875,1.1042408546122573,0.1089254619236596
-0.0050075,1.1095977608296739,0.11329271212083085
-0.00500625,1.1126110205769706,0.11665213534942412
-0.005005,1.1162938936014446,0.12034750090087672
-0.00500375,1.120311573264505,0.1243788087751868
-0.0050025,1.1236596396503922,0.12841011664950056
-0.00500125,1.1266728993976909,0.1317695398780955
-0.005,1.130355772422163,0.13546490542954642
-0.00499875,1.1357126786395795,0.13815244401242102
-0.0049975,1.1387259383868762,0.14184780956387363
-0.00499625,1.14240881141135,0.14487129046960756
-0.004995,1.1457568777972338,0.14856665602105848
-0.00499375,1.1497745574602978,0.15259796389537209
-0.0049925,1.1527878172075932,0.15562144480110462
-0.00499125,1.157475110147834,0.15965275267541795
-0.00499,1.161157983172309,0.16334811822687131
-0.00498875,1.1635016296424274,0.16502782984116718
-0.0049875,1.1671845026669014,0.16973102236119775
-0.00498625,1.1708673756913752,0.17241856094407237
-0.004985,1.174550248715849,0.17678581114124362
-0.00498375,1.1792375416560863,0.17947334972411702
