Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1000,0.03008028871448822,-0.09127138377241795,-44.44725024286114
1014.904673037697,0.03103835301404659,-0.09096514598699651,-45.1162626727354
1030.031495353754,0.03112464020173229,-0.09497965660616464,-45.8044199455982
1045.383778010532,0.0317303877801103,-0.09763637095041297,-46.50529389745594
1060.964881420691,0.02941731627329535,-0.1023008603827639,-47.19246876510614
1076.778216082745,0.03176696204023111,-0.1076516912098145,-47.92265135607221
1092.827243327573,0.03148336076560213,-0.1123797797127583,-48.64912662315325
1109.115476076058,0.0308406534453141,-0.1181793656065869,-49.33917350895471
1125.646479608021,0.03117276137329743,-0.1183210587190481,-50.14681570401208
1142.423872342613,0.03101248105669536,-0.1187387915523304,-50.87448632802946
1159.451326630338,0.03033817872505531,-0.1223401145994452,-51.68229839449951
1176.732569556887,0.03202055223716793,-0.125029484806895,-52.42985140491818
1194.271383758942,0.03195529002812144,-0.1255234339096707,-53.27956516668441
1212.071608252146,0.03059417772723345,-0.1309645975660592,-54.06953285332144
1230.13713927142,0.03261726076743605,-0.1361442988394745,-54.87439957571116
1248.471931123787,0.03253715521461369,-0.1422433329877789,-55.6981281811279
1267.079997053929,0.03278199715283012,-0.1425353769927821,-56.59146574901148
1285.965410122624,0.03146040563304141,-0.1461130432389022,-57.43438841345723
1305.132304098289,0.03215371554870769,-0.1518803294648246,-58.33213124336015
1324.58487436181,0.03301200197418316,-0.1573608540306112,-59.22020808227074
1344.327378824851,0.03166682823064284,-0.1556332722551312,-60.12917100374067
1364.364138861859,0.03391263633383731,-0.1626796123356888,-61.06329782776088
1384.699540255954,0.03221052480834999,-0.1686277630471086,-61.98038191536835
1405.338034158918,0.03208457256992865,-0.1657290097416283,-62.97646822826516
1426.284138065496,0.0320934850776966,-0.1746197586411732,-63.91051853934016
1447.542436802215,0.03181193871524914,-0.1819323928342296,-64.92306658252467
1469.117583530943,0.03142409619767574,-0.182510391751181,-65.94057699296168
1491.014300767403,0.02965331432178154,-0.1824424954724549,-66.94493923914587
1513.237381414871,0.03194944978775396,-0.1943068355502884,-67.98336687771297
1535.79168981328,0.03313257773957488,-0.1993943197508322,-69.04636866224966
1558.682162803958,0.03197605267380327,-0.2020100787197072,-70.12741692505922
1581.913810810242,0.03353475333443261,-0.2120886357355076,-71.23770934050714
1605.491718934185,0.03326324404468042,-0.2122008606971618,-72.35607948292741
1629.421048069629,0.02987116846288052,-0.2135719532646757,-73.49154355656538
1653.707036031848,0.03116680781549579,-0.223211202616967,-74.66450616946042
1678.354998704041,0.03200900947415608,-0.2304209507116956,-75.85087270847634
