Time (s),Channel 2 (V)
-0.2613081361097004,-0.02142015934570243
-0.2611811661097004,0.1035503847579104
-0.2610541961097004,-0.07281933474318815
-0.2609272261097004,0.03300249695745171
-0.2608002561097004,-0.07987412352319002
-0.2606732861097004,0.122699097160892
-0.2605463161097004,-0.052998737694501
-0.2604193461097004,0.02393205424024988
-0.2602923761097005,0.06726861388908335
-0.2601654061097004,-0.1195153176206827
-0.2600384361097005,0.1593168103524318
-0.2599114661097004,-0.16083622333238
-0.2597844961097004,0.180481176692541
-0.2596575261097004,-0.104397913092013
-0.2595305561097004,-0.01234971662855743
-0.2594035861097004,0.1008628461749494
-0.2592766161097004,-0.08894456624048397
-0.2591496461097004,0.09145646113485176
-0.2590226761097004,-0.1786411664439243
-0.2588957061097004,0.1132927121207815
-0.2587687361097004,0.004783341837268243
-0.2586417661097005,-0.0674442575774542
-0.2585147961097004,0.1599886949982773
-0.2583878261097005,-0.1527736075836139
-0.2582608561097004,0.1478947713753415
-0.2581338861097005,-0.1164918367148285
-0.2580069161097004,0.05853411349476056
-0.2578799461097004,0.02326016959453123
-0.2577529761097004,-0.1178356060062156
-0.2576260061097004,0.2570760263046228
-0.2574990361097004,-0.2653142857413863
-0.2573720661097004,0.2718574885104331
-0.2572450961097004,-0.2340716497155113
-0.2571181261097004,0.210044101104317
-0.2569911561097005,-0.1517657806150136
-0.2568641861097004,0.05147932471471469
-0.2567372161097005,0.1576370987382137
-0.2566102461097004,-0.2690096512930832
-0.2564832761097005,0.2708496615416098
-0.2563563061097004,-0.263634574127334
-0.2562293361097004,0.299740701307501
-0.2561023661097004,-0.1628518772695359
-0.2559753961097004,-0.001599562297058968
-0.2558484261097004,0.1398321556265791
-0.2557214561097004,-0.1648675312066919
-0.2555944861097004,0.1358008477523359
-0.2554675161097004,-0.01772479379430666
-0.2553405461097004,-0.04527206426873328
-0.2552135761097004,0.03871351644606027
-0.2550866061097005,0.08675326861492218
-0.2549596361097004,-0.1319451835664778
-0.2548326661097005,0.08003442215766107
-0.2547056961097004,-0.05266279537167666
-0.2545787261097004,0.1085895196007269
-0.2544517561097004,-0.05400656466311397
-0.2543247861097004,-0.04224858336303752
-0.2541978161097004,0.05047149774612297
-0.2540708461097004,0.02023668868879729
-0.2539438761097004,0.01452566920018567
-0.2538169061097004,0.007806822743002186
-0.2536899361097004,-0.08021006584606448
-0.2535629661097004,0.08910486487495931
-0.2534359961097005,0.01015841900305338
-0.2533090261097004,-0.005966812494230219
-0.2531820561097003,0.03098684302023907
-0.2530550861097004,-0.09364775876051455
-0.2529281161097003,0.1173240199950707
-0.2528011461097004,-0.04124075639445954
-0.2526741761097003,0.06693267156615894
-0.2525472061097004,-0.1195153176205087
-0.2524202361097004,0.2631229881160906
-0.2522932661097004,-0.3042835951930694
-0.2521662961097004,0.2305365827987359
-0.2520393261097004,-0.09263993179188844
-0.2519123561097004,0.01318189990875142
-0.2517853861097004,0.0007520339629382937
-0.2516584161097004,-0.03888916013444425
-0.2515314461097004,0.129753885940823
-0.2514044761097004,-0.122874740849276
-0.2512775061097003,0.1243788087751271
-0.2511505361097004,-0.01100594733712012
-0.2510235661097003,-0.08692891230322719
-0.2508965961097004,0.1347930207838278
-0.2507696261097004,-0.04627989123734945
-0.2506426561097004,-0.02444364025146539
-0.2505156861097004,0.03669786250890431
-0.2503887161097004,-0.04258452568581603
-0.2502617461097004,0.1351289631066871
-0.2501347761097004,-0.2085400331781825
-0.2500078061097004,0.2792482196133383
-0.2498808361097004,-0.3167134611391076
-0.2497538661097004,0.2822717005190723
-0.2496268961097004,-0.1699066660495818
-0.2494999261097004,0.1089254619236596
-0.2493729561097004,-0.001599562297058968
-0.2492459861097004,-0.07013179616036166
-0.2491190161097004,0.1509182522810754
-0.2489920461097004,-0.1722582623095971
-0.2488650761097004,0.19358292728421
-0.2487381061097004,-0.1437031648665543
-0.2486111361097004,0.08809703790638132
-0.2484841661097004,0.03501815089460767
-0.2483571961097004,-0.1295935873064625
-0.2482302261097004,0.2134035243329103
-0.2481032561097004,-0.2068603215641077
-0.2479762861097004,0.1660356568097452
-0.2478493161097004,-0.1057416823834503
-0.2477223461097004,0.1035503847579104
-0.2475953761097004,-0.06912396919178368
-0.2474684061097004,0.09347211507213056
-0.2473414361097004,-0.02847494812580512
-0.2472144661097004,0.01855697707450065
-0.2470874961097004,-0.07416310403467359
-0.2469605261097004,0.07969847983489815
-0.2468335561097004,-0.004958985525652238
-0.2467065861097004,-0.03049060206296109
-0.2465796161097004,0.1438634635010296
-0.2464526461097004,-0.1665472428209885
-0.2463256761097004,0.1176599623180021
-0.2461987061097004,-0.05165496840309868
-0.2460717361097004,0.06290136369193181
-0.2459447661097004,-0.06912396919178368
-0.2458177961097004,0.06894832550339969
-0.2456908261097004,-0.05904569950600387
-0.2455638561097004,0.0739874603462896
-0.2454368861097004,-0.08289760442901609
-0.2453099161097004,0.156629271769684
-0.2451829461097004,-0.1376562030550864
-0.2450559761097004,0.05752628652618257
-0.2449290061097004,0.1176599623180021
-0.2448020361097004,-0.1779692817982056
-0.2446750661097004,0.1855203115355861
-0.2445480961097004,-0.1961101672326093
-0.2444211261097004,0.1821608883069928
-0.2442941561097004,-0.1299295296293219
-0.2441671861097004,0.1018706731436137
-0.2440402161097004,0.05215120936043335
-0.2439132461097004,-0.1584846270723647
-0.2437862761097004,0.2238177363415494
-0.2436593061097004,-0.1759536278610496
-0.2435323361097004,0.08742515326066268
-0.2434053661097004,0.03434626624888901
-0.2432783961097004,-0.1114527018720589
-0.2431514261097004,0.104222269403629
-0.2430244561097004,-0.03351408296869503
-0.2428974861097004,0.03132278534315507
-0.2427705161097004,0.007806822743002186
-0.2426435461097004,0.02594770817740584
-0.2425165761097004,-0.01806073611716599
-0.2423896061097004,-0.02142015934575926
-0.2422626361097004,0.02561176585454651
-0.2421356661097004,-0.01906856308574397
-0.2420086961097004,0.06861238318054036
-0.2418817261097004,-0.04124075639445954
-0.2417547561097004,0.03837757412320094
-0.2416277861097004,-0.04258452568589685
-0.2415008161097004,0.08171413377205411
-0.2413738461097004,-0.02746712115722715
-0.2412468761097004,-0.02007639005432195
-0.2411199061097004,0.05248715168329267
-0.2409929361097004,-0.06778019990034637
-0.2408659661097004,0.1667075414554638
-0.2407389961097004,-0.2434780347557744
-0.2406120261097004,0.3635697426510294
-0.2404850561097004,-0.3603859631108202
-0.2403580861097004,0.2611073341789347
-0.2402311161097004,-0.1138042981320742
-0.2401041461097004,-0.004958985525652238
-0.2399771761097004,0.1798092920469776
-0.2398502061097004,-0.298572575704704
-0.2397232361097004,0.3249363755222068
-0.2395962661097004,-0.2979006910589853
-0.2394692961097004,0.2721934308332924
-0.2393423261097004,-0.1094370479349029
-0.2392153561097004,-0.04661583356020878
-0.2390883861097004,0.2070206201985831
-0.2389614161097004,-0.2223136684156368
-0.2388344461097004,0.1962704658670846
-0.2387074761097004,-0.1040619707691537
-0.2385805061097004,-0.03788133316586628
-0.2384535361097004,0.1922391579927727
-0.2383265661097004,-0.315033749524811
-0.2381995961097004,0.4153048603713658
-0.2380726261097004,-0.3768471369309272
-0.2379456561097004,0.2735372001247298
-0.2378186861097004,-0.08860862391762464
-0.2376917161097004,-0.1077573363206063
-0.2375647461097004,0.2977250473706013
-0.2374377761097004,-0.3923004837824562
-0.2373108061097004,0.4586414200202189
-0.2371838361097004,-0.36542509795371
-0.2370568661097004,0.227513101893002
-0.2369298961097004,-0.09801500895768579
-0.2368029261097004,0.06760455621196239
-0.2366759561097004,-0.01134188965997945
-0.2365489861097004,-0.06845208454606502
-0.2364220161097004,0.09515182668642719
-0.2362950461097004,-0.0818897774604381
-0.2361680761097004,0.1942548119299286
-0.2360411061097004,-0.2377670152671658
-0.2359141361097004,0.2332241213816106
-0.2357871661097004,-0.1111167595491995
-0.2356601961097004,0.00948653435729882
-0.2355332261097004,0.05181526703757402
-0.2354062561097004,-0.01906856308574397
-0.2352792861097004,0.01116624597159546
-0.2351523161097004,0.0192288617202193
-0.2350253461097004,-0.02746712115722715
-0.2348983761097004,0.009150592034439494
-0.2347714061097004,-0.001935504619918295
-0.2346444361097004,0.01721320778306334
-0.2345174661097004,0.01519755384590738
-0.2343904961097004,8.014931723766654e-05
-0.2342635261097004,0.05248715168329267
-0.2341365561097004,-0.05400656466311397
-0.2340095861097004,0.05954194046333854
-0.2338826161097004,-0.004287100879933584
-0.2337556461097004,-0.05770193021456656
-0.2336286761097004,0.05450280562044863
-0.2335017061097004,0.01385378455447007
-0.2333747361097004,-0.0009276776513403142
-0.2332477661097004,0.02527582353168719
-0.2331207961097004,-0.07181150777465829
-0.2329938261097004,0.1405040402724363
-0.2328668561097004,-0.1353046067950711
-0.2327398861097004,0.1337851938152498
-0.2326129161097004,-0.09667123966624849
-0.2324859461097004,0.06558890227480642
-0.2323589761097004,0.02158045798023459
-0.2322320061097004,-0.08088195049186013
-0.2321050361097004,0.1502463676353568
-0.2319780661097004,-0.1564689731352087
-0.2318510961097004,0.2076925048443017
-0.2317241261097004,-0.2004774174297805
-0.2315971561097004,0.1213553278694547
-0.2314701861097004,0.04173699735179421
-0.2313432161097004,-0.1450469341579916
-0.2312162461097004,0.2305365827987359
-0.2310892761097004,-0.2142510526670129
-0.2309623061097004,0.2197864284672375
-0.2308353361097004,-0.1796489934125023
-0.2307083661097004,0.1374805593667024
-0.2305813961097004,-0.1269060487235879
-0.2304544261097004,0.09851124991502046
-0.2303274561097004,0.09212834578069325
-0.2302004861097004,-0.1981258211697652
-0.2300735161097004,0.1727545032669317
-0.2299465461097004,-0.1131324134863555
-0.2298195761097004,0.09615965365500517
-0.2296926061097004,-0.0593816418288632
-0.2295656361097004,0.06256542136907248
-0.2294386661097004,-0.04460017962305281
-0.2293116961097004,0.03602597786318565
-0.2291847261097004,0.06458107530622843
-0.2290577561097004,-0.09767906663482646
-0.2289307861097004,0.070292094794837
-0.2288038161097004,0.03098684302029574
-0.2286768461097004,-0.06005352647458186
-0.2285498761097004,0.105230096372207
-0.2284229061097004,-0.1437031648665543
-0.2282959361097004,0.2019814853556931
-0.2281689661097004,-0.2280246879042453
-0.2280419961097004,0.2486774682331396
-0.2279150261097004,-0.175281743215331
-0.2277880561097004,0.06189353672335383
-0.2276610861097004,0.03300249695745171
-0.2275341161097004,-0.09566341269767051
-0.2274071461097004,0.2107159857500356
-0.2272801761097004,-0.2065243792412484
-0.2271532061097004,0.1801452343698369
-0.2270262361097004,-0.1087651632891843
-0.2268992661097004,0.0790265951891795
-0.2267722961097004,-0.02578740954293051
-0.2266453261097004,-0.04863148749736474
-0.2265183561097004,0.0964955959778645
-0.2263913861097004,-0.01604508218001002
-0.2262644161097004,-0.002607389265636949
-0.2261374461097004,0.04711207451754344
-0.2260104761097004,-0.07080368080608032
-0.2258835061097004,0.1159802507037055
-0.2257565361097004,-0.1087651632891843
-0.2256295661097004,0.07230774873199296
-0.2255025961097004,-0.006974639462808199
-0.2253756261097004,0.002767687900112282
-0.2252486561097004,0.01822103475164132
-0.2251216861097004,-0.04392829497733416
-0.2249947161097004,0.1011987884978951
-0.2248677461097004,-0.0892805085633433
-0.2247407761097004,0.1331133091695311
-0.2246138061097004,-0.1366483760865084
-0.2244868361097004,0.06726861388910306
-0.2243598661097004,-0.01033406269140147
-0.2242328961097004,0.06390919066050979
-0.2241059261097004,-0.08659296998046868
-0.2239789561097004,0.139160270980999
-0.2238519861097004,-0.1138042981320742
-0.2237250161097004,0.07701094125202354
-0.2235980461097004,-0.05333468001739532
-0.2234710761097004,0.0964955959778645
-0.2233441061097004,-0.0842413737204534
-0.2232171361097004,0.06054976743191651
-0.2230901661097004,0.05114338239185536
-0.2229631961097004,-0.1369843184093677
-0.2228362261097004,0.2197864284672375
-0.2227092561097004,-0.1453828764808509
-0.2225822861097004,0.04408859361180949
-0.2224553161097004,-0.01604508218001002
-0.2223283461097004,-0.0002557930056216604
-0.2222013761097004,0.02628365050026517
-0.2220744061097004,0.01754915010592267
-0.2219474361097004,-0.0667723729317684
-0.2218204661097004,0.09145646113497459
