mass_A
t;x;y;v
0.0;-0.7898013430353439;0.1642836388574302;0
0.016683333333333394;-0.7897187525339227;0.1647487344306054;0.11550271833299489
0.033366666666666676;-0.7859489008255396;0.16417617745774737;0.23803291529391055
0.050049999999999956;-0.7818287847847999;0.16383792722662777;0.3514376462529058
0.06673333333333323;-0.7744089106764537;0.16625819682303983;0.4036917607727164
0.08341666666666663;-0.7684666943249656;0.165538325692064;0.35088249492262424
0.10009999999999991;-0.7627722914261028;0.1649693262613694;0.5624193496909424
0.11678333333333331;-0.7507477441110147;0.15935740565482248;0.582265877203814
0.1334666666666667;-0.7446310850741558;0.15801559610495053;0.38699177278543423
0.15014999999999987;-0.7381024105226768;0.1567437041870579;0.32054358505333164
0.16683333333333314;-0.7350341655241973;0.15329413085647198;0.31556902053263414
0.18351666666666655;-0.7285309135885698;0.15235547805676625;0.49333064710728713
0.20019999999999993;-0.7186147423931422;0.15212774486918557;0.5404078910886622
0.21688333333333332;-0.7106581364461217;0.14996742546479075;0.5145710800240373
0.2335666666666665;-0.7019445326427591;0.1480171996007183;0.5395762598023498
0.25024999999999986;-0.6930379766497984;0.1462702661585814;0.5750296783004355
0.2669333333333333;-0.6831376142769179;0.14421798633861999;0.5814099934493242
0.2836166666666667;-0.6740001969134454;0.14254041031978432;0.5532173088940968
0.30029999999999984;-0.6649976414853265;0.1408008653770455;0.6183392309131382
0.31698333333333323;-0.653805545399971;0.1383152319720664;0.7093014484921227
0.3336666666666666;-0.6418729765704505;0.13576321266654273;0.693455854551909
0.35035000000000005;-0.6311137049256348;0.13379176188861236;0.7018413849419687
0.36703333333333343;-0.6189629073521741;0.1309117706781312;0.8003995168201674
0.3837166666666666;-0.6051339963254099;0.12760301108295619;0.8296099642922263
0.4004;-0.5920712889068377;0.12434699445762909;0.8118353054454631
0.41708333333333336;-0.5788959418671548;0.12086972529172935;0.8488085818480711
0.43376666666666674;-0.5647856826681484;0.11675578579375201;0.8850517588397081
0.4504500000000002;-0.5495751194001978;0.1173508136467577;0.9703488428803465
0.46713333333333334;-0.5330221618476901;0.11048133647844371;0.9842149094838155
0.48381666666666673;-0.5191864276008324;0.10490127173835401;0.965184149307323
0.5005000000000002;-0.5025515680832232;0.10005523895479096;1.0750991814660351
0.5171833333333336;-0.48584756366685755;0.09165911604107452;1.1171227232683902
0.5338666666666667;-0.4693237470711798;0.08316404884883849;1.1482139131632194
0.5505499999999999;-0.4508007056773508;0.07618227780114223;1.2085411244110462
0.5672333333333333;-0.4322127182809952;0.06738823609696964;1.266576917821889
0.5839166666666666;-0.4121366360479548;0.05912004286619793;1.322807132578438
0.6006;-0.3915917546202499;0.050123510421500705;1.3495293248582634
0.6172833333333332;-0.370742284702293;0.04139590403164656;1.3833837783310767
0.6339666666666666;-0.34814608592456026;0.03453125530406559;1.4341609662826325
0.65065;-0.3248253318355421;0.02792150588511333;1.4664329452448555
0.6673333333333333;-0.3016795883429664;0.01920130180914975;1.4984550518142328
0.6840166666666665;-0.2771302611310652;0.012920664049284991;1.5263111813343586
