mass_A
t;x;y;v
0.7006999999999999;-0.25189568815777186;0.008467432378844175;1.5369074547745076
0.7173833333333334;-0.2263947008251953;0.005457890951391542;1.5489166123180302
0.7340666666666668;-0.200351364275565;0.004695052585480308;1.5389446926010069
0.7507500000000001;-0.1750550859763419;0.006463093652686935;1.5189175450884205
0.7674333333333333;-0.14989284471589803;0.009440935054353505;1.487334789528051
0.7841166666666667;-0.12652848261947014;0.016857708061538856;1.4577441032669098
0.8008000000000001;-0.10348358919835388;0.024002411377748667;1.4147349094774575
0.8174833333333335;-0.08240461755059814;0.033632553433995294;1.3686574516313323
0.8341666666666666;-0.06220452630776829;0.04353604646519488;1.3144378439054614
0.85085;-0.04306434209863874;0.0530207663926236;1.2577515989958974
0.8675333333333334;-0.024719011919292377;0.06240569095379728;1.201381289718361
0.8842166666666668;-0.007236065060055141;0.07099933970800187;1.143192753471105
0.9009000000000003;0.00965061770621789;0.07895059487838446;1.103162654728508
0.9175833333333334;0.02620143496824867;0.08638848552620543;1.0456130980773326
0.9342666666666668;0.04256517649497049;0.09051985949762181;1.004589921729559
0.95095;0.05756905427014791;0.09820587080107296;0.9902003900917545
0.9676333333333333;0.07321796609804043;0.10284979719480009;0.9533084700315518
0.9843166666666665;0.08930963492461896;0.10028687687568849;0.9567361049222436
1.001;0.10511117506943746;0.10146878423694655;0.9463787446663325
1.0176833333333333;0.12084597271369879;0.10189875928572462;0.9364165752252945
1.0343666666666669;0.13634970411031178;0.10210953402656647;0.9363617676173935
1.0510500000000003;0.15205442284981596;0.10042409946054032;0.9489670686729622
1.0677333333333332;0.16773748671640287;0.09793728873115504;0.9600533559242703
1.0844166666666666;0.1838139919269216;0.09624165365173526;0.9824953318717902
1.1011;0.20000367643163763;0.09214147244930254;1.0020918891252228
1.1177833333333334;0.21644531386091515;0.08894822581084155;1.0292851845591424
1.1344666666666667;0.2334725563165091;0.08443876167898134;1.065160423486067
1.1511500000000001;0.25075003250308814;0.07965637473485526;1.0785317775088707
1.167833333333333;0.2688216460372054;0.07769289131723367;1.152920976621803
1.1845166666666664;0.28855942041314353;0.07256242360274806;1.1829567271104822
1.2011999999999998;0.30567043913040226;0.06354539080551092;1.1918235624846185
1.2178833333333332;0.3251962913423817;0.057097357916641445;1.2423157251033468
1.2345666666666666;0.3450871819113731;0.050716389346403934;1.2721847393831447
1.25125;0.3654200466480523;0.04353527450597022;1.3252887361671675
1.2679333333333334;0.3872198026609307;0.037289103157171155;1.3647998653545856
1.2846166666666667;0.40865651061039376;0.02923868368759136;1.3956304370643637
1.3013000000000001;0.43116823450787345;0.021892002504642738;1.4290349507030224
1.317983333333333;0.45369752612311076;0.013589635307679149;1.481671011507577
1.3346666666666664;0.478582004291655;0.007888714356455828;1.5610753217258513
1.3513499999999998;0.5011968717729206;-0.007786973298036737;1.6016324733655956
1.3680333333333332;0.5261338642502152;-0.01649930982570269;1.5910175905288049
1.3847166666666666;0.5513018842967045;-0.025328705337444135;1.644879887851504
1.4014000000000002;0.5778364143027616;-0.034914445419276574;1.6636306683330284
1.4180833333333336;0.6033104348547357;-0.04473101631818188;1.7202115458148843
1.434766666666667;0.6312462759324352;-0.0559355192272577;1.7796773506308912
1.4514500000000004;0.6581457158427987;-0.06751921759303581;NaN
