Time (s),v_in (V),v_out (V)
-0.000938,0.38275223474208847,0.21228356062559045
-0.00093775,0.38443034991682423,0.21500764709996636
-0.0009375000000000001,0.38711533419640143,0.21568866871856032
-0.00093725,0.38711533419640143,0.21602917952785733
-0.000937,0.3887934493711372,0.2170507119557483
-0.0009367500000000001,0.3898003184759786,0.21773173357434225
-0.0009365,0.39047156454587295,0.21773173357434225
-0.00093625,0.3924853027555558,0.21909377681153022
-0.000936,0.3961771561399745,0.21977479843012418
-0.0009357500000000001,0.39852651738460454,0.22215837409520311
-0.0009355,0.39819089434965743,0.22215837409520311
-0.00093525,0.39953338648944603,0.22386092814168804
-0.0009350000000000001,0.40188274773407606,0.22658501461606395
-0.00093475,0.4015471246991289,0.225563482188173
-0.0009345,0.4015471246991289,0.22454194976028202
-0.0009342500000000001,0.40557460111849475,0.22624450380676697
-0.000934,0.4072527162932305,0.22420143895098504
-0.00093375,0.4079239623631248,0.22113684166731215
-0.0009335,0.40960207753786054,0.22658501461606395
-0.00093325,0.4112801927125963,0.2279470578532519
-0.000933,0.41295830788733207,0.23033063351833083
-0.00093275,0.41362955395722634,0.22896859028114286
-0.0009325000000000001,0.4159789152018564,0.23203318756481575
-0.00093225,0.41665016127175075,0.23271420918340974
-0.000932,0.41799265341153935,0.23339523080200372
-0.0009317500000000001,0.41832827644648646,0.23475727403919167
-0.0009315,0.4200063916212222,0.2368003388949736
-0.00093125,0.42067763769111655,0.23645982808567662
-0.0009310000000000001,0.4223557528658523,0.23714084970427057
-0.00093075,0.42336262197069374,0.2361193172763796
-0.0009305,0.4273900983900596,0.23748136051356758
-0.00093025,0.4277257214250067,0.23748136051356758
-0.00093,0.428396967494901,0.23816238213216154
-0.00092975,0.4300750826696368,0.23850289294145854
-0.0009295,0.43309568998416115,0.2398649361786465
-0.0009292500000000001,0.435109428193844,0.24292953346231938
-0.000929,0.435109428193844,0.24292953346231938
-0.00092875,0.4367875433685798,0.24327004427161636
-0.0009285000000000001,0.43779441247342127,0.2425890226530224
-0.00092825,0.4414862658578399,0.24463208750880433
-0.000928,0.4428287579976285,0.24667515236458626
-0.0009277500000000001,0.4435000040675228,0.24769668479247722
-0.0009275,0.44450687317236426,0.2487182172203682
-0.00092725,0.4471918574519415,0.2511017928854471
-0.000927,0.4485343495917301,0.2511017928854471
-0.0009267500000000001,0.44819872655678294,0.24973974964825915
-0.0009265,0.4471918574519415,0.25008026045755616
-0.00092625,0.4492055956616244,0.2511017928854471
-0.0009260000000000001,0.45155495690625447,0.2521233253133381
-0.00092575,0.45289744904604307,0.25246383612263507
-0.0009255,0.454911187255726,0.25246383612263507
-0.0009252500000000001,0.4559180563605674,0.25620945502490194
-0.000925,0.457260548500356,0.25893354149927783
-0.00092475,0.45826741760519746,0.2565499658341989
-0.0009245000000000001,0.4589386636750918,0.2565499658341989
-0.00092425,0.46330176312940474,0.2592740523085748
-0.000924,0.46263051705951047,0.2596145631178718
-0.00092375,0.4643086322342462,0.2606360955457628
-0.0009235000000000001,0.46531550133908767,0.2602955847364658
-0.00092325,0.46565112437403483,0.2606360955457628
-0.000923,0.4696786007934006,0.2606360955457628
-0.0009227500000000001,0.47068546989824206,0.26131711716435674
-0.0009225,0.4740417002477136,0.2630196712108417
-0.00092225,0.4733704541778193,0.2654032468759206
-0.0009220000000000001,0.4733704541778193,0.26472222525732664
-0.00092175,0.47571981542244934,0.2650627360666236
-0.0009215,0.4767266845272908,0.26676529011310857
-0.00092125,0.4773979305971851,0.2664247793038116
-0.000921,0.4767266845272908,0.2684678441595935
-0.00092075,0.4800829148767623,0.26948937658748445
-0.0009205,0.483774768261181,0.2701703982060784
-0.0009202500000000001,0.48679537557570535,0.27051090901537544
-0.00092,0.48948035985528254,0.2715324414432664
-0.00091975,0.4874666216455996,0.2708514198246724
-0.0009195000000000001,0.4874666216455996,0.2739160171083453
-0.00091925,0.4891447368203354,0.2745970387269393
-0.000919,0.48880911378538827,0.27221346306186034
-0.0009187500000000001,0.490487228960124,0.2735755062990483
-0.0009185,0.49216534413485974,0.27323499548975133
-0.00091825,0.49350783627464834,0.2749375495362363
-0.000918,0.49686406662411986,0.2749375495362363
-0.0009177500000000001,0.49787093572896135,0.2769806143920182
-0.0009175,0.4965284435891727,0.2773211252013152
-0.00091725,0.4988778048338028,0.2797047008663941
-0.0009170000000000001,0.5022340351832743,0.2793641900570971
-0.00091675,0.5042477733929572,0.28140725491287905
-0.0009165,0.5049190194628516,0.2800452116756911
-0.0009162500000000001,0.5065971346375873,0.27527806034553326
-0.000916,0.5072683807074816,0.283109808959364
-0.00091575,0.5089464958822173,0.2854933846244429
-0.0009155000000000001,0.5109602340919003,0.283109808959364
-0.00091525,0.5136452183714775,0.28481236300584895
-0.000915,0.5129739723015831,0.2851528738151459
-0.00091475,0.5143164644413717,0.28651491705233384
-0.0009145000000000001,0.5159945796161075,0.28719593867092785
-0.00091425,0.5166658256860018,0.2892390035267098
-0.000914,0.5200220560354734,0.2902605359546007
-0.0009137500000000001,0.5196864330005262,0.2906010467638977
-0.0009135,0.5203576790704204,0.29196309000108567
-0.00091325,0.5210289251403147,0.29196309000108567
-0.0009130000000000001,0.5217001712102091,0.2926441116196796
-0.00091275,0.5240495324548391,0.29298462242897666
-0.0009125,0.5263988936994691,0.2940061548568676
-0.00091225,0.528077008874205,0.29536819809405557
-0.000912,0.5284126319091521,0.29570870890335255
-0.00091175,0.5321044852935708,0.29536819809405557
-0.0009115,0.532775731363465,0.2974112629498375
-0.0009112500000000001,0.5344538465382008,0.29809228456843145
-0.000911,0.5354607156430423,0.2987733061870254
-0.00091075,0.5344538465382008,0.3001353494242134
-0.0009105000000000001,0.534789469573148,0.2994543278056194
-0.00091025,0.5374744538527252,0.2977517737591345
-0.00091,0.5381456999226195,0.2987733061870254
-0.0009097500000000001,0.5398238150973552,0.30183790347069833
-0.0009095,0.5441869145516682,0.3031999467078863
-0.00090925,0.5441869145516682,0.30285943589858927
-0.000909,0.5448581606215624,0.3049025007543712
-0.00090875,0.5458650297264039,0.3049025007543712
-0.0009085,0.5475431449011398,0.30524301156366823
-0.00090825,0.5485500140059811,0.3059240331822622
-0.0009080000000000001,0.5488856370409283,0.3069455656101531
-0.00090775,0.5505637522156641,0.30660505480085615
-0.0009075,0.5522418673903998,0.3137557817960929
-0.0009072500000000001,0.554926851669977,0.31069118451242
-0.000907,0.5579474589845014,0.311031695321717
-0.00090675,0.557276212914607,0.31069118451242
-0.0009065000000000001,0.557276212914607,0.312053227749608
-0.00090625,0.5586187050543957,0.31273424936820193
-0.000906,0.5602968202291314,0.3137557817960929
-0.00090575,0.5626461814737616,0.31239373855890495
-0.0009055000000000001,0.5636530505786029,0.31511782503328084
-0.00090525,0.5646599196834444,0.31477731422398386
-0.000905,0.5653311657533387,0.3164798682704688
-0.0009047500000000001,0.5673449039630216,0.31579884665187485
-0.0009045,0.5696942652076517,0.3188634439355477
-0.00090425,0.5700298882425988,0.31852293312625074
-0.0009040000000000001,0.572379249487229,0.3192039547448447
-0.00090375,0.5740573646619647,0.3192039547448447
-0.0009035,0.5767423489415419,0.32056599798203267
-0.0009032500000000001,0.5757354798367004,0.3198849763634387
-0.000903,0.574728610731859,0.32192804121922064
-0.00090275,0.5777492180463834,0.32158753040992366
-0.0009025,0.5790917101861719,0.3229495736471116
-0.0009022500000000001,0.5811054483958549,0.3226090628378146
-0.000902,0.5797629562560662,0.3236305952657056
-0.00090175,0.5811054483958549,0.3249926385028935
-0.0009015000000000001,0.5827835635705906,0.32669519254937845
-0.00090125,0.5851329248152206,0.32771672497726945
-0.000901,0.5878179090947978,0.3283977465958634
-0.0009007500000000001,0.5888247781996393,0.3280572357865664
-0.0009005,0.5888247781996393,0.32907876821445736
-0.00090025,0.5911741394442693,0.3287382574051604
-0.0009,0.5935235006888995,0.3307813222609423
-0.00089975,0.5941947467587937,0.33146234387953627
-0.0008995,0.594865992828688,0.3297597898330514
-0.00089925,0.596879731038371,0.33282438711672424
-0.0008990000000000001,0.5952016158636352,0.3318028546888333
-0.00089875,0.5965441080034238,0.3249926385028935
-0.0008985,0.5982222231781595,0.33146234387953627
-0.0008982500000000001,0.5985578462131067,0.33486745197250617
-0.000898,0.6015784535276311,0.3379320492561791
-0.00089775,0.6035921917373139,0.33759153844688206
-0.0008975000000000001,0.6069484220867855,0.3365700060189911
-0.00089725,0.6066127990518383,0.33861307087477305
-0.000897,0.6076196681566798,0.33895358168407
-0.00089675,0.6089621602964684,0.33895358168407
-0.0008965,0.6092977833314155,0.339975114111961
-0.00089625,0.6116471445760456,0.339634603302664
-0.000896,0.6143321288556228,0.34201817896774295
-0.0008957500000000001,0.6139965058206757,0.34201817896774295
-0.0008955,0.6150033749255172,0.34201817896774295
-0.00089525,0.6176883592050944,0.34372073301422784
-0.0008950000000000001,0.6166814901002529,0.3450827762514158
-0.00089475,0.6176883592050944,0.34474226544211883
-0.0008945,0.6190308513448829,0.3450827762514158
-0.0008942500000000001,0.6203733434846715,0.3474663519164947
-0.000894,0.6203733434846715,0.3478068627257917
-0.00089375,0.621380212589513,0.34678533029790076
-0.0008935,0.6220514586594073,0.3488283951536827
-0.0008932500000000001,0.6237295738341431,0.35053094920016764
-0.000893,0.6260789350787731,0.3508714600094646
-0.00089275,0.6290995423932975,0.35257401405594957
-0.0008925000000000001,0.6304420345330861,0.3518929924373556
-0.00089225,0.6314489036379275,0.3512119708187616
-0.000892,0.632455772742769,0.3532550356745435
-0.0008917500000000001,0.6334626418476105,0.3535955464838405
-0.0008915,0.6344695109524519,0.3542765681024345
-0.00089125,0.6354763800572933,0.3532550356745435
-0.0008910000000000001,0.6354763800572933,0.3535955464838405
-0.00089075,0.6361476261271877,0.35631963295821645
-0.0008905,0.639168233441712,0.3573411653861074
-0.00089025,0.6388326104067649,0.3583626978139984
-0.0008900000000000001,0.6415175946863421,0.36244882752556223
-0.00088975,0.6442025789659193,0.36142729509767124
-0.0008895,0.6442025789659193,0.35768167619540436
-0.0008892500000000001,0.6465519402105493,0.3600652518604833
-0.000889,0.6472231862804436,0.36142729509767124
-0.00088875,0.6482300553852851,0.36210831671626525
-0.0008885000000000001,0.647894432350338,0.36108678428837426
-0.00088825,0.650243793594968,0.36244882752556223
-0.000888,0.6529287778745452,0.36483240319064114
-0.00088775,0.6532644009094923,0.3655134248092351
-0.0008875,0.6539356469793867,0.36483240319064114
-0.00088725,0.6549425160842282,0.3665349572371261
-0.000887,0.6552781391191752,0.367897000474314
-0.0008867500000000001,0.6559493851890695,0.367897000474314
-0.0008865,0.6566206312589639,0.36823751128361104
-0.00088625,0.6572918773288582,0.368578022092908
-0.0008860000000000001,0.6596412385734882,0.36959955452079896
