Time (s),v_in (V),v_out (V)
-0.0010184999999999999,-0.11833295643400837,-0.06761632461653379
-0.0010182499999999998,-0.11598359518937694,-0.0662542813793452
-0.001018,-0.11296298787485533,-0.06489223814215851
-0.00101775,-0.11229174180495996,-0.06353019490497055
-0.0010175,-0.11094924966517104,-0.06353019490496993
-0.00101725,-0.10859988842054098,-0.06353019490496993
-0.001017,-0.10759301931569953,-0.06080610843059402
-0.0010167499999999999,-0.10692177324580386,-0.061146619239892404
-0.0010164999999999998,-0.10390116593128042,-0.06421121652356297
-0.00101625,-0.10289429682643987,-0.0621681516677829
-0.001016,-0.10255867379149226,-0.058082021956218116
-0.00101575,-0.10188742772159796,-0.058082021956218116
-0.0010155,-0.1002093125468622,-0.058082021956218116
-0.0010152499999999999,-0.1002093125468622,-0.05910355438410908
-0.0010149999999999998,-0.09685308219738947,-0.05808202195621734
-0.00101475,-0.0941680979178147,-0.05637946790973396
-0.0010145,-0.09248998274307849,-0.054676913863249015
-0.00101425,-0.09081186756834198,-0.052974359816763295
-0.001014,-0.08913375239360621,-0.05127180577027836
-0.00101375,-0.08812688328876477,-0.05059078415168438
-0.0010134999999999999,-0.08611314507908124,-0.049569251723792486
-0.0010132499999999998,-0.08477065293929249,-0.04752618686801195
-0.001013,-0.08309253776455826,-0.04854771929590199
-0.00101275,-0.0810787995548755,-0.04752618686801195
-0.0010125,-0.07906506134519169,-0.04548312201222956
-0.00101225,-0.07805819224035022,-0.043780567965744616
-0.0010119999999999999,-0.07671570010056163,-0.04480210039363558
-0.0010117499999999998,-0.07537320796077332,-0.044121078775041296
-0.0010114999999999998,-0.07604445403066701,-0.043440057156447165
-0.00101125,-0.07537320796077332,-0.04241852472855713
-0.001011,-0.0726882236811958,-0.04003494906347775
-0.00101075,-0.07033886243656574,-0.04037545987277474
-0.0010105,-0.06866074726183,-0.03935392744488377
-0.0010102499999999999,-0.06664700905214663,-0.03799188420769567
-0.0010099999999999998,-0.06564013994730455,-0.03765137339839883
-0.00100975,-0.06329077870267664,-0.03765137339839883
-0.0010095,-0.060941417458046584,-0.03594881935191467
-0.00100925,-0.058927679248362605,-0.03458677611472594
-0.001009,-0.056913941038679694,-0.033905754496131965
-0.0010087499999999999,-0.054228956759102484,-0.032884222068241
-0.0010084999999999998,-0.05255084158436735,-0.030160135593865094
-0.0010082499999999998,-0.053893333724155335,-0.030160135593863546
-0.001008,-0.053893333724155335,-0.02675502750089676
-0.00100775,-0.05221521854941959,-0.024371451835816293
-0.0010075,-0.050201480339736676,-0.03084115721245907
-0.00100725,-0.04919461123489523,-0.031181668021756058
-0.0010069999999999999,-0.045502757850476555,-0.027776559928786176
-0.0010067499999999998,-0.044831511780581645,-0.026074005882300615
-0.0010065,-0.043489019640794255,-0.024711962645113904
-0.00100625,-0.04147528143111166,-0.02437145183581645
