Time (s),Channel 1 (V),Channel 2 (V)
-0.00511891393442623,-0.9399381459846347,0.03794202626553253
-0.00511766393442623,-0.945308114543789,0.04679530730725422
-0.005116413934426229,-0.9523561982776813,0.05462705592108851
-0.00511516393442623,-0.9567192977319922,0.06245880453491567
-0.005113913934426229,-0.9671236118153539,0.06995004233944942
-0.00511266393442623,-0.9721579573395611,0.07744128014398316
-0.00511141393442623,-0.9768566798288213,0.08425149632992292
-0.00511016393442623,-0.9798772871433443,0.09072120170656275
-0.00510891393442623,-0.9859185017723944,0.09787192870180245
-0.005107663934426229,-0.9875966169471329,0.1043416340784478
-0.00510641393442623,-0.9936378315761788,0.110130317836494
-0.005105163934426229,-0.9956515697858634,0.1166000232131391
-0.00510391393442623,-0.9996790462052275,0.1217076853525916
-0.005102663934426229,-1.000014669240175,0.1274963691106404
-0.00510141393442623,-1.004377768694488,0.1332850528686892
-0.00510016393442623,-1.005384637799329,0.1370306717709561
-0.00509891393442623,-1.005049014764382,0.1417978231011117
-0.00509766393442623,-1.006391506904171,0.1462244636219747
-0.005096413934426229,-1.006391506904171,0.1509916149521346
-0.00509516393442623,-1.008069622078906,0.1554182554729934
-0.005093913934426229,-1.007062752974063,0.1584828527566676
-0.00509266393442623,-1.003706522624593,0.1612069392310422
-0.005091413934426229,-1.002028407449858,0.1642715365147151
-0.00509016393442623,-1.001021538345017,0.1669956229890898
-0.00508891393442623,-1.000350292275122,0.1697197094634669
-0.00508766393442623,-0.9976653079955459,0.1714222635099511
-0.00508641393442623,-0.993973454611126,0.1741463499843278
-0.005085163934426229,-0.990952847296599,0.1761894148401099
-0.00508391393442623,-0.9852472557025,0.1765299256494067
-0.005082663934426229,-0.9822266483879757,0.1782324796958916
-0.00508141393442623,-0.9771923028637685,0.1782324796958916
-0.005080163934426229,-0.9708154651997726,0.1795945229330796
-0.00507891393442623,-0.9664523657454616,0.1792540121237828
-0.00507766393442623,-0.960746774151358,0.1799350337423766
-0.00507641393442623,-0.9553768055922061,0.1792540121237829
-0.00507516393442623,-0.9476574757884191,0.1785729905051886
-0.005073913934426229,-0.9399381459846317,0.1778919688865945
-0.00507266393442623,-0.9332256852856916,0.1775514580772977
-0.005071413934426229,-0.9238282403071714,0.1758489040308127
-0.00507016393442623,-0.9167801565732812,0.1751678824122188
-0.00506891393442623,-0.9083895806996024,0.1731248175564368
-0.00506766393442623,-0.8986565126861394,0.1721032851285463
-0.00506641393442623,-0.8902659368124562,0.169038687844873
-0.005065163934426229,-0.87986162272909,0.1669956229890901
-0.00506391393442623,-0.8697929316806799,0.1649525581333091
-0.005062663934426229,-0.8597242406322607,0.1625689824682291
-0.00506141393442623,-0.8493199265489038,0.1601854068031513
-0.005060163934426229,-0.8358950051510178,0.1567802987101814
-0.00505891393442623,-0.8264975601724975,0.1550777446636964
