Time (s),Channel 1 (V),Channel 2 (V)
-0.03365481025641025,-0.8875809525328791,-0.004962335705887971
-0.03365081025641026,-0.8553611411779671,0.003209923717236027
-0.03364681025641025,-0.8197850994735363,0.009339118284588006
-0.03364281025641026,-0.7798459583148617,0.01478729123333486
-0.03363881025641026,-0.7368862098416472,0.02159750741927091
-0.03363481025641026,-0.6912414770887956,0.0301102776517018
-0.03363081025641025,-0.6422405139864645,0.03726100464694383
-0.03362681025641025,-0.5905545666046257,0.04304968840499029
-0.03362281025641026,-0.5365192579781833,0.04951939378162719
-0.03361881025641025,-0.4804702111419573,0.05735114239546441
-0.03361481025641026,-0.4203936878864445,0.06518289100929159
-0.03361081025641026,-0.3609884107008527,0.07063106395803843
-0.03360681025641025,-0.2995693953054701,0.0760792369067952
-0.03360281025641025,-0.2354653956305065,0.08288945309274208
-0.03359881025641025,-0.1720326420255227,0.09072120170656849
-0.03359481025641026,-0.1062505271759409,0.09685039627390869
-0.03359081025641025,-0.04113965839613399,0.1029795908412599
-0.03358681025641026,0.02397121038358375,0.1087682745993061
-0.03358281025641026,0.08975332523316557,0.1169405340224263
-0.03357881025641025,0.1551998170479199,0.1254533042548585
-0.03357481025641025,0.218968193687936,0.1319230096315084
-0.03357081025641025,0.2820653242579713,0.139754758245337
-0.03356681025641026,0.3441555857231378,0.1506511041428307
-0.03356281025641025,0.4055746011185218,0.1669956229891019
-0.03355881025641026,0.4649798783041405,0.1908313796398802
-0.03355481025641026,0.5210289251402638,0.223860928141658
-0.03355081025641025,0.5753998568017533,0.2647222252573266
-0.03354681025641025,0.6280926732885228,0.3103506737031825
-0.03354281025641025,0.6770936363907613,0.3539360572931567
-0.03353881025641026,0.7237452382483729,0.3961593976459448
-0.03353481025641025,0.7667049867216664,0.437701716380231
-0.03353081025641026,0.8073153739502348,0.4754984162121623
-0.03352681025641026,0.843898284759441,0.5109115403790168
-0.03352281025641025,0.8767893421843084,0.5425790456436819
-0.03351881025641025,0.905988546224733,0.5708414428153539
-0.03351481025641026,0.9321671429505393,0.5963797535125581
-0.03351081025641026,0.9529757711172889,0.6168104020704031
-0.03350681025641025,0.9710994150044565,0.6348574749631646
-0.03350281025641026,0.9841887133673834,0.6477968857164382
-0.03349881025641026,0.9925792892410547,0.6566501667581518
-0.03349481025641025,0.9979492578002168,0.6624388505162094
-0.03349081025641025,0.9982848808351584,0.664141404562689
-0.03348681025641026,0.9942574044158035,0.6607362964697285
-0.03348281025641026,0.9862024515770664,0.6542665910930809
-0.03347881025641025,0.9744556453539008,0.6437107560048615
-0.03347481025641025,0.9576744936065585,0.6294093020144009
-0.03347081025641026,0.9378727345446856,0.6117027399309657
-0.03346681025641025,0.9133722529935212,0.5892290265173444
-0.03346281025641026,0.8841730489531457,0.5630096942015
-0.03345881025641026,0.8532957297380226,0.5357688294577539
-0.03345481025641026,0.816712818928755,0.5037608133838123
-0.03345081025641025,0.7781161699097935,0.4686882000261882
-0.03344681025641025,0.7351564214365972,0.4308915001942568
-0.03344281025641026,0.6891760656488584,0.391732757125121
-0.03343881025641025,0.6408463486164244,0.3515524816280394
-0.03343481025641026,0.5894960242695569,0.3093291412752513
-0.03343081025641026,0.5351250926081446,0.2654032468759606
-0.03342681025641026,0.4790760457719209,0.2231799065230941
-0.03342281025641025,0.4196707685862208,0.1836806526446084
-0.03341881025641025,0.3599298683656822,0.1452029311940838
-0.03341481025641026,0.2995177220752224,0.1084277637900258
-0.03341081025641025,0.2354137224002599,0.07437668286029742
-0.03340681025641026,0.1713097227254123,0.0461142856886731
-0.03340281025641026,0.1065344769806419,0.02125699661000272
-0.03339881025641026,0.04142360820083561,-0.001216716803621102
-0.03339481025641025,-0.02402288361391871,-0.02232838698004861
-0.03339081025641025,-0.08980499846353045,-0.03799188420770155
-0.03338681025641026,-0.1555871133131123,-0.05059078415167865
-0.03338281025641025,-0.2193554899531295,-0.06148713004919311
-0.03337881025641026,-0.2821169974882182,-0.07272398675598861
-0.03337481025641026,-0.3448785050232784,-0.08089624617910889
-0.03337081025641025,-0.4056262743487699,-0.08566339750927415
-0.03336681025641025,-0.4650315515344672,-0.08974952722084203
-0.03336281025641025,-0.521751844440509,-0.09417616774170041
-0.03335881025641026,-0.5764583991368449,-0.09758127583466719
-0.03335481025641025,-0.6291512156235951,-0.09826229745326241
-0.03335081025641026,-0.678823424795751,-0.09758127583466875
-0.03334681025641026,-0.7258106496883093,-0.09655974340677871
-0.03334281025641025,-0.7687703981615874,-0.09758127583466875
-0.03333881025641025,-0.8093807853902273,-0.09553821097888249
-0.03333481025641025,-0.847306188339236,-0.09077105964872727
-0.03333081025641026,-0.8805328687989737,-0.08702544074646382
-0.03332681025641025,-0.9097320728394025,-0.08362033265349099
-0.03332281025641026,-0.9352394234953745,-0.08089624617911632
-0.03331881025641026,-0.9570549207669194,-0.07510756242107279
-0.03331481025641025,-0.9748429416191383,-0.06863785704442475
-0.03331081025641025,-0.9889391090869315,-0.06387070571426182
-0.03330681025641026,-0.9983365540654262,-0.06012508681200515
-0.03330281025641026,-1.002364030484803,-0.05433640305395388
-0.03329881025641025,-1.004377768694485,-0.047185676058708
-0.03329481025641026,-1.001021538345016,-0.04003494906347775
-0.03329081025641026,-0.9936378315761855,-0.03526779773332425
-0.03328681025641025,-0.981555402318074,-0.03016013559386138
-0.03328281025641025,-0.9654454966405897,-0.02198787617072669
-0.03327881025641026,-0.9446368684739231,-0.01415612755691733
-0.03327481025641026,-0.920807632992647,-0.007686422180263877
