binary,metric,value,config
mcf_s,system.cpu.dcache.prefetcher.pfRemovedDemand,87776,nextline
mcf_s,system.cpu.dcache.prefetcher.pfRemovedFull,447,nextline
mcf_s,system.cpu.dcache.prefetcher.pfSpanPage,54024,nextline
mcf_s,system.cpu.dcache.prefetcher.pfUsefulSpanPage,667,nextline
mcf_s,system.cpu.dcache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED,16775109990774,nextline
mcf_s,system.cpu.dcache.tags.occupancies::cpu.dcache.prefetcher,231.556268,nextline
mcf_s,system.cpu.dcache.tags.avgOccs::cpu.dcache.prefetcher,0.452258,nextline
mcf_s,system.cpu.icache.overallMshrMisses::cpu.icache.prefetcher,88,nextline
mcf_s,system.cpu.icache.overallMshrMissLatency::cpu.icache.prefetcher,3343963,nextline
mcf_s,system.cpu.icache.overallMshrMissRate::cpu.icache.prefetcher,inf,nextline
mcf_s,system.cpu.icache.overallAvgMshrMissLatency::cpu.icache.prefetcher,37999.579545,nextline
mcf_s,system.cpu.icache.HardPFReq.mshrMisses::cpu.icache.prefetcher,88,nextline
mcf_s,system.cpu.icache.HardPFReq.mshrMissLatency::cpu.icache.prefetcher,3343963,nextline
mcf_s,system.cpu.icache.HardPFReq.mshrMissRate::cpu.icache.prefetcher,inf,nextline
mcf_s,system.cpu.icache.HardPFReq.avgMshrMissLatency::cpu.icache.prefetcher,37999.579545,nextline
mcf_s,system.cpu.icache.prefetcher.demandMshrMisses,24,nextline
mcf_s,system.cpu.icache.prefetcher.pfIssued,4157682,nextline
mcf_s,system.cpu.icache.prefetcher.pfUseful,36,nextline
mcf_s,system.cpu.icache.prefetcher.pfUsefulButMiss,0,nextline
mcf_s,system.cpu.icache.prefetcher.accuracy,0.000009,nextline
mcf_s,system.cpu.icache.prefetcher.coverage,0.600000,nextline
mcf_s,system.cpu.icache.prefetcher.pfHitInCache,4157540,nextline
mcf_s,system.cpu.icache.prefetcher.pfHitInMSHR,54,nextline
mcf_s,system.cpu.icache.prefetcher.pfHitInWB,0,nextline
mcf_s,system.cpu.icache.prefetcher.pfLate,4157594,nextline
mcf_s,system.cpu.icache.prefetcher.pfIdentified,4157682,nextline
mcf_s,system.cpu.icache.prefetcher.pfBufferHit,0,nextline
mcf_s,system.cpu.icache.prefetcher.pfInCache,0,nextline
mcf_s,system.cpu.icache.prefetcher.pfRemovedDemand,0,nextline
mcf_s,system.cpu.icache.prefetcher.pfRemovedFull,0,nextline
mcf_s,system.cpu.icache.prefetcher.pfSpanPage,0,nextline
mcf_s,system.cpu.icache.prefetcher.pfUsefulSpanPage,0,nextline
mcf_s,system.cpu.icache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED,16775109990774,nextline
mcf_s,system.cpu.icache.tags.occupancies::cpu.icache.prefetcher,82.109704,nextline
mcf_s,system.cpu.icache.tags.avgOccs::cpu.icache.prefetcher,0.160371,nextline
mcf_s,system.l2.demandHits::cpu.dcache.prefetcher,207840,nextline
mcf_s,system.l2.demandHits::cpu.icache.prefetcher,33,nextline
mcf_s,system.l2.overallHits::cpu.dcache.prefetcher,207840,nextline
mcf_s,system.l2.overallHits::cpu.icache.prefetcher,33,nextline
mcf_s,system.l2.demandMisses::cpu.dcache.prefetcher,91011,nextline
mcf_s,system.l2.demandMisses::cpu.icache.prefetcher,55,nextline
mcf_s,system.l2.overallMisses::cpu.dcache.prefetcher,91011,nextline
mcf_s,system.l2.overallMisses::cpu.icache.prefetcher,55,nextline
mcf_s,system.l2.demandMissLatency::cpu.dcache.prefetcher,4850101667,nextline
mcf_s,system.l2.demandMissLatency::cpu.icache.prefetcher,3175821,nextline
mcf_s,system.l2.overallMissLatency::cpu.dcache.prefetcher,4850101667,nextline
mcf_s,system.l2.overallMissLatency::cpu.icache.prefetcher,3175821,nextline
mcf_s,system.l2.demandAccesses::cpu.dcache.prefetcher,298851,nextline
mcf_s,system.l2.demandAccesses::cpu.icache.prefetcher,88,nextline
mcf_s,system.l2.overallAccesses::cpu.dcache.prefetcher,298851,nextline
mcf_s,system.l2.overallAccesses::cpu.icache.prefetcher,88,nextline
mcf_s,system.l2.demandMissRate::cpu.dcache.prefetcher,0.304536,nextline
mcf_s,system.l2.demandMissRate::cpu.icache.prefetcher,0.625000,nextline
mcf_s,system.l2.overallMissRate::cpu.dcache.prefetcher,0.304536,nextline
mcf_s,system.l2.overallMissRate::cpu.icache.prefetcher,0.625000,nextline
mcf_s,system.l2.demandAvgMissLatency::cpu.dcache.prefetcher,53291.378701,nextline
mcf_s,system.l2.demandAvgMissLatency::cpu.icache.prefetcher,57742.200000,nextline
mcf_s,system.l2.overallAvgMissLatency::cpu.dcache.prefetcher,53291.378701,nextline
mcf_s,system.l2.overallAvgMissLatency::cpu.icache.prefetcher,57742.200000,nextline
mcf_s,system.l2.demandMshrHits::cpu.dcache.prefetcher,45295,nextline
mcf_s,system.l2.demandMshrHits::cpu.icache.prefetcher,29,nextline
mcf_s,system.l2.overallMshrHits::cpu.dcache.prefetcher,45295,nextline
mcf_s,system.l2.overallMshrHits::cpu.icache.prefetcher,29,nextline
mcf_s,system.l2.demandMshrMisses::cpu.dcache.prefetcher,45716,nextline
mcf_s,system.l2.demandMshrMisses::cpu.icache.prefetcher,26,nextline
mcf_s,system.l2.overallMshrMisses::cpu.dcache.prefetcher,45716,nextline
mcf_s,system.l2.overallMshrMisses::cpu.icache.prefetcher,26,nextline
mcf_s,system.l2.overallMshrMisses::l2.prefetcher,160106,nextline
mcf_s,system.l2.demandMshrMissLatency::cpu.dcache.prefetcher,1761464236,nextline
mcf_s,system.l2.demandMshrMissLatency::cpu.icache.prefetcher,2029968,nextline
mcf_s,system.l2.overallMshrMissLatency::cpu.dcache.prefetcher,1761464236,nextline
mcf_s,system.l2.overallMshrMissLatency::cpu.icache.prefetcher,2029968,nextline
mcf_s,system.l2.overallMshrMissLatency::l2.prefetcher,7976610364,nextline
mcf_s,system.l2.demandMshrMissRate::cpu.dcache.prefetcher,0.152973,nextline
mcf_s,system.l2.demandMshrMissRate::cpu.icache.prefetcher,0.295455,nextline
mcf_s,system.l2.overallMshrMissRate::cpu.dcache.prefetcher,0.152973,nextline
mcf_s,system.l2.overallMshrMissRate::cpu.icache.prefetcher,0.295455,nextline
mcf_s,system.l2.overallMshrMissRate::l2.prefetcher,inf,nextline
mcf_s,system.l2.demandAvgMshrMissLatency::cpu.dcache.prefetcher,38530.585266,nextline
mcf_s,system.l2.demandAvgMshrMissLatency::cpu.icache.prefetcher,78075.692308,nextline
mcf_s,system.l2.overallAvgMshrMissLatency::cpu.dcache.prefetcher,38530.585266,nextline
mcf_s,system.l2.overallAvgMshrMissLatency::cpu.icache.prefetcher,78075.692308,nextline
mcf_s,system.l2.overallAvgMshrMissLatency::l2.prefetcher,49820.808489,nextline
mcf_s,system.l2.HardPFReq.mshrMisses::l2.prefetcher,160106,nextline
mcf_s,system.l2.HardPFReq.mshrMissLatency::l2.prefetcher,7976610364,nextline
mcf_s,system.l2.HardPFReq.mshrMissRate::l2.prefetcher,inf,nextline
mcf_s,system.l2.HardPFReq.avgMshrMissLatency::l2.prefetcher,49820.808489,nextline
mcf_s,system.l2.ReadCleanReq.hits::cpu.icache.prefetcher,33,nextline
mcf_s,system.l2.ReadCleanReq.misses::cpu.icache.prefetcher,55,nextline
mcf_s,system.l2.ReadCleanReq.missLatency::cpu.icache.prefetcher,3175821,nextline
mcf_s,system.l2.ReadCleanReq.accesses::cpu.icache.prefetcher,88,nextline
mcf_s,system.l2.ReadCleanReq.missRate::cpu.icache.prefetcher,0.625000,nextline
mcf_s,system.l2.ReadCleanReq.avgMissLatency::cpu.icache.prefetcher,57742.200000,nextline
mcf_s,system.l2.ReadCleanReq.mshrHits::cpu.icache.prefetcher,29,nextline
mcf_s,system.l2.ReadCleanReq.mshrMisses::cpu.icache.prefetcher,26,nextline
mcf_s,system.l2.ReadCleanReq.mshrMissLatency::cpu.icache.prefetcher,2029968,nextline
mcf_s,system.l2.ReadCleanReq.mshrMissRate::cpu.icache.prefetcher,0.295455,nextline
mcf_s,system.l2.ReadCleanReq.avgMshrMissLatency::cpu.icache.prefetcher,78075.692308,nextline
mcf_s,system.l2.ReadExReq.hits::cpu.dcache.prefetcher,11,nextline
mcf_s,system.l2.ReadExReq.misses::cpu.dcache.prefetcher,1,nextline
mcf_s,system.l2.ReadExReq.missLatency::cpu.dcache.prefetcher,3996,nextline
mcf_s,system.l2.ReadExReq.accesses::cpu.dcache.prefetcher,12,nextline
mcf_s,system.l2.ReadExReq.missRate::cpu.dcache.prefetcher,0.083333,nextline
mcf_s,system.l2.ReadExReq.avgMissLatency::cpu.dcache.prefetcher,3996,nextline
mcf_s,system.l2.ReadExReq.mshrHits::cpu.dcache.prefetcher,1,nextline
mcf_s,system.l2.ReadSharedReq.hits::cpu.dcache.prefetcher,207829,nextline
mcf_s,system.l2.ReadSharedReq.misses::cpu.dcache.prefetcher,91010,nextline
mcf_s,system.l2.ReadSharedReq.missLatency::cpu.dcache.prefetcher,4850097671,nextline
mcf_s,system.l2.ReadSharedReq.accesses::cpu.dcache.prefetcher,298839,nextline
mcf_s,system.l2.ReadSharedReq.missRate::cpu.dcache.prefetcher,0.304545,nextline
mcf_s,system.l2.ReadSharedReq.avgMissLatency::cpu.dcache.prefetcher,53291.920349,nextline
mcf_s,system.l2.ReadSharedReq.mshrHits::cpu.dcache.prefetcher,45294,nextline
mcf_s,system.l2.ReadSharedReq.mshrMisses::cpu.dcache.prefetcher,45716,nextline
mcf_s,system.l2.ReadSharedReq.mshrMissLatency::cpu.dcache.prefetcher,1761464236,nextline
mcf_s,system.l2.ReadSharedReq.mshrMissRate::cpu.dcache.prefetcher,0.152979,nextline
mcf_s,system.l2.ReadSharedReq.avgMshrMissLatency::cpu.dcache.prefetcher,38530.585266,nextline
mcf_s,system.l2.prefetcher.demandMshrMisses,132710,nextline
mcf_s,system.l2.prefetcher.pfIssued,585750,nextline
mcf_s,system.l2.prefetcher.pfUnused,60007,nextline
mcf_s,system.l2.prefetcher.pfUseful,44096,nextline
mcf_s,system.l2.prefetcher.pfUsefulButMiss,0,nextline
mcf_s,system.l2.prefetcher.accuracy,0.075281,nextline
mcf_s,system.l2.prefetcher.coverage,0.249403,nextline
mcf_s,system.l2.prefetcher.pfHitInCache,378981,nextline
mcf_s,system.l2.prefetcher.pfHitInMSHR,46660,nextline
mcf_s,system.l2.prefetcher.pfHitInWB,3,nextline
mcf_s,system.l2.prefetcher.pfLate,425644,nextline
mcf_s,system.l2.prefetcher.pfIdentified,587217,nextline
mcf_s,system.l2.prefetcher.pfBufferHit,0,nextline
mcf_s,system.l2.prefetcher.pfInCache,0,nextline
mcf_s,system.l2.prefetcher.pfRemovedDemand,1467,nextline
mcf_s,system.l2.prefetcher.pfRemovedFull,0,nextline
mcf_s,system.l2.prefetcher.pfSpanPage,8969,nextline
mcf_s,system.l2.prefetcher.pfUsefulSpanPage,716,nextline
mcf_s,system.l2.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED,16775109990774,nextline
mcf_s,system.l2.tags.occupancies::cpu.dcache.prefetcher,857.939319,nextline
mcf_s,system.l2.tags.occupancies::cpu.icache.prefetcher,0.799357,nextline
mcf_s,system.l2.tags.occupancies::l2.prefetcher,1766.673420,nextline
mcf_s,system.l2.tags.avgOccs::cpu.dcache.prefetcher,0.209458,nextline
mcf_s,system.l2.tags.avgOccs::cpu.icache.prefetcher,0.000195,nextline
mcf_s,system.l2.tags.avgOccs::l2.prefetcher,0.431317,nextline
mcf_s,system.l3.demandHits::cpu.dcache.prefetcher,32448,nextline
mcf_s,system.l3.demandHits::cpu.icache.prefetcher,3,nextline
mcf_s,system.l3.demandHits::l2.prefetcher,80759,nextline
mcf_s,system.l3.overallHits::cpu.dcache.prefetcher,32448,nextline
mcf_s,system.l3.overallHits::cpu.icache.prefetcher,3,nextline
mcf_s,system.l3.overallHits::l2.prefetcher,80759,nextline
mcf_s,system.l3.demandMisses::cpu.dcache.prefetcher,13461,nextline
mcf_s,system.l3.demandMisses::cpu.icache.prefetcher,23,nextline
mcf_s,system.l3.demandMisses::l2.prefetcher,79147,nextline
mcf_s,system.l3.overallMisses::cpu.dcache.prefetcher,13461,nextline
mcf_s,system.l3.overallMisses::cpu.icache.prefetcher,23,nextline
mcf_s,system.l3.overallMisses::l2.prefetcher,79147,nextline
mcf_s,system.l3.demandMissLatency::cpu.dcache.prefetcher,1347145082,nextline
mcf_s,system.l3.demandMissLatency::cpu.icache.prefetcher,1905093,nextline
mcf_s,system.l3.demandMissLatency::l2.prefetcher,7329174933,nextline
mcf_s,system.l3.overallMissLatency::cpu.dcache.prefetcher,1347145082,nextline
mcf_s,system.l3.overallMissLatency::cpu.icache.prefetcher,1905093,nextline
mcf_s,system.l3.overallMissLatency::l2.prefetcher,7329174933,nextline
mcf_s,system.l3.demandAccesses::cpu.dcache.prefetcher,45909,nextline
mcf_s,system.l3.demandAccesses::cpu.icache.prefetcher,26,nextline
mcf_s,system.l3.demandAccesses::l2.prefetcher,159906,nextline
mcf_s,system.l3.overallAccesses::cpu.dcache.prefetcher,45909,nextline
mcf_s,system.l3.overallAccesses::cpu.icache.prefetcher,26,nextline
mcf_s,system.l3.overallAccesses::l2.prefetcher,159906,nextline
mcf_s,system.l3.demandMissRate::cpu.dcache.prefetcher,0.293210,nextline
mcf_s,system.l3.demandMissRate::cpu.icache.prefetcher,0.884615,nextline
mcf_s,system.l3.demandMissRate::l2.prefetcher,0.494960,nextline
mcf_s,system.l3.overallMissRate::cpu.dcache.prefetcher,0.293210,nextline
mcf_s,system.l3.overallMissRate::cpu.icache.prefetcher,0.884615,nextline
mcf_s,system.l3.overallMissRate::l2.prefetcher,0.494960,nextline
mcf_s,system.l3.demandAvgMissLatency::cpu.dcache.prefetcher,100077.637768,nextline
mcf_s,system.l3.demandAvgMissLatency::cpu.icache.prefetcher,82830.130435,nextline
mcf_s,system.l3.demandAvgMissLatency::l2.prefetcher,92602.056086,nextline
mcf_s,system.l3.overallAvgMissLatency::cpu.dcache.prefetcher,100077.637768,nextline
mcf_s,system.l3.overallAvgMissLatency::cpu.icache.prefetcher,82830.130435,nextline
mcf_s,system.l3.overallAvgMissLatency::l2.prefetcher,92602.056086,nextline
mcf_s,system.l3.demandMshrHits::cpu.dcache.prefetcher,1539,nextline
mcf_s,system.l3.demandMshrHits::l2.prefetcher,46157,nextline
mcf_s,system.l3.overallMshrHits::cpu.dcache.prefetcher,1539,nextline
mcf_s,system.l3.overallMshrHits::l2.prefetcher,46157,nextline
mcf_s,system.l3.demandMshrMisses::cpu.dcache.prefetcher,11922,nextline
mcf_s,system.l3.demandMshrMisses::cpu.icache.prefetcher,23,nextline
mcf_s,system.l3.demandMshrMisses::l2.prefetcher,32990,nextline
mcf_s,system.l3.overallMshrMisses::cpu.dcache.prefetcher,11922,nextline
mcf_s,system.l3.overallMshrMisses::cpu.icache.prefetcher,23,nextline
mcf_s,system.l3.overallMshrMisses::l2.prefetcher,32990,nextline
mcf_s,system.l3.overallMshrMisses::l3.prefetcher,81482,nextline
mcf_s,system.l3.demandMshrMissLatency::cpu.dcache.prefetcher,1190552097,nextline
mcf_s,system.l3.demandMshrMissLatency::cpu.icache.prefetcher,1797867,nextline
mcf_s,system.l3.demandMshrMissLatency::l2.prefetcher,3489025156,nextline
mcf_s,system.l3.overallMshrMissLatency::cpu.dcache.prefetcher,1190552097,nextline
mcf_s,system.l3.overallMshrMissLatency::cpu.icache.prefetcher,1797867,nextline
mcf_s,system.l3.overallMshrMissLatency::l2.prefetcher,3489025156,nextline
mcf_s,system.l3.overallMshrMissLatency::l3.prefetcher,7843948569,nextline
mcf_s,system.l3.demandMshrMissRate::cpu.dcache.prefetcher,0.259688,nextline
mcf_s,system.l3.demandMshrMissRate::cpu.icache.prefetcher,0.884615,nextline
mcf_s,system.l3.demandMshrMissRate::l2.prefetcher,0.206309,nextline
mcf_s,system.l3.overallMshrMissRate::cpu.dcache.prefetcher,0.259688,nextline
mcf_s,system.l3.overallMshrMissRate::cpu.icache.prefetcher,0.884615,nextline
mcf_s,system.l3.overallMshrMissRate::l2.prefetcher,0.206309,nextline
mcf_s,system.l3.overallMshrMissRate::l3.prefetcher,inf,nextline
mcf_s,system.l3.demandAvgMshrMissLatency::cpu.dcache.prefetcher,99861.776296,nextline
mcf_s,system.l3.demandAvgMshrMissLatency::cpu.icache.prefetcher,78168.130435,nextline
mcf_s,system.l3.demandAvgMshrMissLatency::l2.prefetcher,105760.083540,nextline
mcf_s,system.l3.overallAvgMshrMissLatency::cpu.dcache.prefetcher,99861.776296,nextline
mcf_s,system.l3.overallAvgMshrMissLatency::cpu.icache.prefetcher,78168.130435,nextline
mcf_s,system.l3.overallAvgMshrMissLatency::l2.prefetcher,105760.083540,nextline
mcf_s,system.l3.overallAvgMshrMissLatency::l3.prefetcher,96266.028927,nextline
mcf_s,system.l3.HardPFReq.mshrMisses::l3.prefetcher,81482,nextline
mcf_s,system.l3.HardPFReq.mshrMissLatency::l3.prefetcher,7843948569,nextline
mcf_s,system.l3.HardPFReq.mshrMissRate::l3.prefetcher,inf,nextline
mcf_s,system.l3.HardPFReq.avgMshrMissLatency::l3.prefetcher,96266.028927,nextline
mcf_s,system.l3.ReadSharedReq.hits::cpu.dcache.prefetcher,32448,nextline
mcf_s,system.l3.ReadSharedReq.hits::cpu.icache.prefetcher,3,nextline
mcf_s,system.l3.ReadSharedReq.hits::l2.prefetcher,80759,nextline
mcf_s,system.l3.ReadSharedReq.misses::cpu.dcache.prefetcher,13461,nextline
mcf_s,system.l3.ReadSharedReq.misses::cpu.icache.prefetcher,23,nextline
mcf_s,system.l3.ReadSharedReq.misses::l2.prefetcher,79147,nextline
mcf_s,system.l3.ReadSharedReq.missLatency::cpu.dcache.prefetcher,1347145082,nextline
mcf_s,system.l3.ReadSharedReq.missLatency::cpu.icache.prefetcher,1905093,nextline
mcf_s,system.l3.ReadSharedReq.missLatency::l2.prefetcher,7329174933,nextline
mcf_s,system.l3.ReadSharedReq.accesses::cpu.dcache.prefetcher,45909,nextline
mcf_s,system.l3.ReadSharedReq.accesses::cpu.icache.prefetcher,26,nextline
mcf_s,system.l3.ReadSharedReq.accesses::l2.prefetcher,159906,nextline
mcf_s,system.l3.ReadSharedReq.missRate::cpu.dcache.prefetcher,0.293210,nextline
mcf_s,system.l3.ReadSharedReq.missRate::cpu.icache.prefetcher,0.884615,nextline
mcf_s,system.l3.ReadSharedReq.missRate::l2.prefetcher,0.494960,nextline
mcf_s,system.l3.ReadSharedReq.avgMissLatency::cpu.dcache.prefetcher,100077.637768,nextline
mcf_s,system.l3.ReadSharedReq.avgMissLatency::cpu.icache.prefetcher,82830.130435,nextline
mcf_s,system.l3.ReadSharedReq.avgMissLatency::l2.prefetcher,92602.056086,nextline
mcf_s,system.l3.ReadSharedReq.mshrHits::cpu.dcache.prefetcher,1539,nextline
mcf_s,system.l3.ReadSharedReq.mshrHits::l2.prefetcher,46157,nextline
mcf_s,system.l3.ReadSharedReq.mshrMisses::cpu.dcache.prefetcher,11922,nextline
mcf_s,system.l3.ReadSharedReq.mshrMisses::cpu.icache.prefetcher,23,nextline
mcf_s,system.l3.ReadSharedReq.mshrMisses::l2.prefetcher,32990,nextline
mcf_s,system.l3.ReadSharedReq.mshrMissLatency::cpu.dcache.prefetcher,1190552097,nextline
mcf_s,system.l3.ReadSharedReq.mshrMissLatency::cpu.icache.prefetcher,1797867,nextline
mcf_s,system.l3.ReadSharedReq.mshrMissLatency::l2.prefetcher,3489025156,nextline
mcf_s,system.l3.ReadSharedReq.mshrMissRate::cpu.dcache.prefetcher,0.259688,nextline
mcf_s,system.l3.ReadSharedReq.mshrMissRate::cpu.icache.prefetcher,0.884615,nextline
mcf_s,system.l3.ReadSharedReq.mshrMissRate::l2.prefetcher,0.206309,nextline
mcf_s,system.l3.ReadSharedReq.avgMshrMissLatency::cpu.dcache.prefetcher,99861.776296,nextline
mcf_s,system.l3.ReadSharedReq.avgMshrMissLatency::cpu.icache.prefetcher,78168.130435,nextline
mcf_s,system.l3.ReadSharedReq.avgMshrMissLatency::l2.prefetcher,105760.083540,nextline
mcf_s,system.l3.prefetcher.demandMshrMisses,75423,nextline
mcf_s,system.l3.prefetcher.pfIssued,287790,nextline
mcf_s,system.l3.prefetcher.pfUnused,21233,nextline
mcf_s,system.l3.prefetcher.pfUseful,8075,nextline
mcf_s,system.l3.prefetcher.pfUsefulButMiss,0,nextline
mcf_s,system.l3.prefetcher.accuracy,0.028059,nextline
mcf_s,system.l3.prefetcher.coverage,0.096709,nextline
mcf_s,system.l3.prefetcher.pfHitInCache,161306,nextline
mcf_s,system.l3.prefetcher.pfHitInMSHR,45001,nextline
mcf_s,system.l3.prefetcher.pfHitInWB,1,nextline
mcf_s,system.l3.prefetcher.pfLate,206308,nextline
mcf_s,system.l3.prefetcher.pfIdentified,288299,nextline
mcf_s,system.l3.prefetcher.pfBufferHit,0,nextline
mcf_s,system.l3.prefetcher.pfInCache,0,nextline
mcf_s,system.l3.prefetcher.pfRemovedDemand,509,nextline
mcf_s,system.l3.prefetcher.pfRemovedFull,0,nextline
mcf_s,system.l3.prefetcher.pfSpanPage,4513,nextline
mcf_s,system.l3.prefetcher.pfUsefulSpanPage,147,nextline
mcf_s,system.l3.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED,16775109990774,nextline
mcf_s,system.l3.tags.occupancies::cpu.dcache.prefetcher,2535.237672,nextline
mcf_s,system.l3.tags.occupancies::cpu.icache.prefetcher,3.467646,nextline
mcf_s,system.l3.tags.occupancies::l2.prefetcher,6477.375316,nextline
mcf_s,system.l3.tags.occupancies::l3.prefetcher,14012.675522,nextline
mcf_s,system.l3.tags.avgOccs::cpu.dcache.prefetcher,0.077369,nextline
mcf_s,system.l3.tags.avgOccs::cpu.icache.prefetcher,0.000106,nextline
mcf_s,system.l3.tags.avgOccs::l2.prefetcher,0.197674,nextline
mcf_s,system.l3.tags.avgOccs::l3.prefetcher,0.427633,nextline
mcf_s,system.mem_ctrls.avgPriority_cpu.dcache.prefetcher::samples,11905.00,nextline
mcf_s,system.mem_ctrls.avgPriority_cpu.icache.prefetcher::samples,23.00,nextline
mcf_s,system.mem_ctrls.avgPriority_l2.prefetcher::samples,32995.00,nextline
mcf_s,system.mem_ctrls.avgPriority_l3.prefetcher::samples,81225.00,nextline
mcf_s,system.mem_ctrls.requestorReadBytes::cpu.dcache.prefetcher,761920,nextline
mcf_s,system.mem_ctrls.requestorReadBytes::cpu.icache.prefetcher,1472,nextline
mcf_s,system.mem_ctrls.requestorReadBytes::l2.prefetcher,2111680,nextline
mcf_s,system.mem_ctrls.requestorReadBytes::l3.prefetcher,5198400,nextline
mcf_s,system.mem_ctrls.requestorReadRate::cpu.dcache.prefetcher,183619129.922656714916,nextline
mcf_s,system.mem_ctrls.requestorReadRate::cpu.icache.prefetcher,354745.064109290601,nextline
mcf_s,system.mem_ctrls.requestorReadRate::l2.prefetcher,508904930.012436687946,nextline
mcf_s,system.mem_ctrls.requestorReadRate::l3.prefetcher,1252789905.751179456711,nextline
mcf_s,system.mem_ctrls.requestorReadAccesses::cpu.dcache.prefetcher,11927,nextline
mcf_s,system.mem_ctrls.requestorReadAccesses::cpu.icache.prefetcher,23,nextline
mcf_s,system.mem_ctrls.requestorReadAccesses::l2.prefetcher,33004,nextline
mcf_s,system.mem_ctrls.requestorReadAccesses::l3.prefetcher,81457,nextline
mcf_s,system.mem_ctrls.requestorReadTotalLat::cpu.dcache.prefetcher,827165848,nextline
mcf_s,system.mem_ctrls.requestorReadTotalLat::cpu.icache.prefetcher,1095326,nextline
mcf_s,system.mem_ctrls.requestorReadTotalLat::l2.prefetcher,2483088805,nextline
mcf_s,system.mem_ctrls.requestorReadTotalLat::l3.prefetcher,5927932344,nextline
mcf_s,system.mem_ctrls.requestorReadAvgLat::cpu.dcache.prefetcher,69352.38,nextline
mcf_s,system.mem_ctrls.requestorReadAvgLat::cpu.icache.prefetcher,47622.87,nextline
mcf_s,system.mem_ctrls.requestorReadAvgLat::l2.prefetcher,75236.00,nextline
mcf_s,system.mem_ctrls.requestorReadAvgLat::l3.prefetcher,72773.76,nextline
mcf_s,system.mem_ctrls.dram.bytesRead::cpu.dcache.prefetcher,763328,nextline
mcf_s,system.mem_ctrls.dram.bytesRead::cpu.icache.prefetcher,1472,nextline
mcf_s,system.mem_ctrls.dram.bytesRead::l2.prefetcher,2112256,nextline
mcf_s,system.mem_ctrls.dram.bytesRead::l3.prefetcher,5213248,nextline
mcf_s,system.mem_ctrls.dram.numReads::cpu.dcache.prefetcher,11927,nextline
mcf_s,system.mem_ctrls.dram.numReads::cpu.icache.prefetcher,23,nextline
mcf_s,system.mem_ctrls.dram.numReads::l2.prefetcher,33004,nextline
mcf_s,system.mem_ctrls.dram.numReads::l3.prefetcher,81457,nextline
mcf_s,system.mem_ctrls.dram.bwRead::cpu.dcache.prefetcher,183958451,nextline
mcf_s,system.mem_ctrls.dram.bwRead::cpu.icache.prefetcher,354745,nextline
mcf_s,system.mem_ctrls.dram.bwRead::l2.prefetcher,509043743,nextline
mcf_s,system.mem_ctrls.dram.bwRead::l3.prefetcher,1256368204,nextline
mcf_s,system.mem_ctrls.dram.bwTotal::cpu.dcache.prefetcher,183958451,nextline
mcf_s,system.mem_ctrls.dram.bwTotal::cpu.icache.prefetcher,354745,nextline
mcf_s,system.mem_ctrls.dram.bwTotal::l2.prefetcher,509043743,nextline
mcf_s,system.mem_ctrls.dram.bwTotal::l3.prefetcher,1256368204,nextline
deepsjeng_s,system.cpu.dcache.overallMshrMisses::cpu.dcache.prefetcher,21190,nextline
deepsjeng_s,system.cpu.dcache.overallMshrMissLatency::cpu.dcache.prefetcher,322373609,nextline
deepsjeng_s,system.cpu.dcache.overallMshrMissRate::cpu.dcache.prefetcher,inf,nextline
deepsjeng_s,system.cpu.dcache.overallAvgMshrMissLatency::cpu.dcache.prefetcher,15213.478480,nextline
deepsjeng_s,system.cpu.dcache.HardPFReq.mshrMisses::cpu.dcache.prefetcher,21190,nextline
deepsjeng_s,system.cpu.dcache.HardPFReq.mshrMissLatency::cpu.dcache.prefetcher,322373609,nextline
deepsjeng_s,system.cpu.dcache.HardPFReq.mshrMissRate::cpu.dcache.prefetcher,inf,nextline
deepsjeng_s,system.cpu.dcache.HardPFReq.avgMshrMissLatency::cpu.dcache.prefetcher,15213.478480,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.demandMshrMisses,15050,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.pfIssued,2923391,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.pfUnused,12528,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.pfUseful,7002,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.pfUsefulButMiss,9,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.accuracy,0.002395,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.coverage,0.317522,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.pfHitInCache,2894888,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.pfHitInMSHR,7282,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.pfHitInWB,31,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.pfLate,2902201,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.pfIdentified,3194814,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.pfBufferHit,6283,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.pfInCache,0,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.pfRemovedDemand,57024,nextline
deepsjeng_s,system.cpu.dcache.prefetcher.pfRemovedFull,0,nextline
