Time (s),v_in (V),v_out (V)
-0.0010186944444444445,-0.11866857946895552,-0.008707954608154841
-0.0010184444444444444,-0.11766171036411346,-0.009388976226748353
-0.0010181944444444446,-0.11631921822432607,-0.008367443798858318
-0.0010179444444444446,-0.11396985697969647,-0.008026932989561019
-0.0010176944444444445,-0.11229174180495965,-0.007686422180263877
-0.0010174444444444445,-0.11094924966517104,-0.008367443798857854
-0.0010171944444444445,-0.10859988842054098,-0.0070054005616699
-0.0010169444444444444,-0.10625052717591017,-0.0070054005616699
-0.0010166944444444444,-0.10457241200117441,-0.007005400561669281
-0.0010164444444444446,-0.10289429682644018,-0.0056433573244825674
-0.0010161944444444446,-0.10188742772159796,-0.008367443798857854
-0.0010159444444444445,-0.10121618165170367,-0.008707954608154841
-0.0010156944444444445,-0.0995380664769679,-0.007345911370966888
-0.0010154444444444445,-0.09651745916244354,-0.008026932989560864
-0.0010151944444444444,-0.09551059005760164,-0.0080269329895604
-0.0010149444444444446,-0.09450372095276109,-0.007005400561670365
-0.0010146944444444446,-0.09551059005760164,-0.005983868133779401
-0.0010144444444444446,-0.09383247488286633,-0.006324378943075924
-0.0010141944444444445,-0.09114749060328912,-0.008026932989560864
-0.0010139444444444445,-0.08879812935865906,-0.008026932989560864
-0.0010136944444444445,-0.08712001418392284,-0.008367443798856924
-0.0010134444444444444,-0.08611314507908033,-0.006324378943075924
-0.0010131944444444446,-0.08275691472961187,-0.006324378943075924
-0.0010129444444444446,-0.08040755348498135,-0.005643357324482258
-0.0010126944444444445,-0.07940068438013884,-0.005983868133778936
-0.0010124444444444445,-0.08107879955487458,-0.006324378943075924
-0.0010121944444444445,-0.07973630741508599,-0.0070054005616699
-0.0010119444444444444,-0.0780581922403487,-0.0073459113709664235
-0.0010116944444444444,-0.07470196189087658,-0.006324378943075459
-0.0010114444444444446,-0.07000323940162073,-0.005302846515185424
-0.0010111944444444446,-0.06866074726183,-0.004962335705887971
-0.0010109444444444445,-0.0693319933317243,-0.004962335705887971
-0.0010106944444444445,-0.06765387815698853,-0.004621824896590984
-0.0010104444444444445,-0.06664700905214586,-0.005302846515185115
-0.0010101944444444444,-0.06396202477256957,-0.005643357324481948
-0.0010099444444444446,-0.06329077870267588,-0.005643357324481948
-0.0010096944444444446,-0.06228390959783457,-0.004621824896591449
-0.0010094444444444445,-0.061277040492992665,-0.00530284651518496
-0.0010091944444444445,-0.059263302283309754,-0.004962335705887971
-0.0010089444444444445,-0.05724956407362686,-0.003940803277997007
-0.0010086944444444444,-0.05557144889888942,-0.003600292468700019
-0.0010084444444444444,-0.05187959551447183,-0.0036002924687003287
-0.0010081944444444446,-0.050537103374684436,-0.004281314087293686
-0.0010079444444444446,-0.050201480339736676,-0.004962335705887971
-0.0010076944444444445,-0.050201480339736676,-0.005643357324481948
-0.0010074444444444445,-0.048858988199948064,-0.00530284651518496
-0.0010071944444444445,-0.04953023426984238,-0.0029192708501060427
-0.0010069444444444444,-0.046845249990264404,-0.004281314087293686
-0.0010066944444444446,-0.04516713481553017,-0.0036002924687003287
-0.0010064444444444446,-0.04248215053595342,-0.003600292468700019
-0.0010061944444444445,-0.03912592018648069,-0.003600292468700019
-0.0010059444444444445,-0.037112181976797776,-0.003259781659403031
-0.0010056944444444445,-0.03610531287195633,-0.003600292468700019
-0.0010054444444444444,-0.03576968983700826,-0.003259781659403031
-0.0010051944444444444,-0.0337559516273252,-0.0032597816594034956
-0.0010049444444444446,-0.031406590382697275,-0.004281314087293531
