Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10.00000000000002,0.02651202785430888,-15.89162780706092,80.81425830939202
10.65909517947915,0.02629318058410669,-15.36664108677084,79.93765168459814
11.36163100451952,0.02698089765477533,-14.84465872080823,79.05227716667213
12.11047062712946,0.02710389947202655,-14.32587121902758,78.13633558326868
12.90866590828592,0.02650843459432523,-13.81181386837534,77.18767709151089
13.7594698556517,0.0265394494116422,-13.30134898439707,76.19714980620438
14.66634988105651,0.02657279755182082,-12.79307094645746,75.15920784701886
15.63300193177237,0.02618007659740022,-12.29207076460264,74.08936690409527
16.66336555317428,0.02607529211817375,-11.79610881906036,72.98682135744502
17.76163994417385,0.02585288484868503,-11.30573052163604,71.82528042697544
18.9323010708587,0.02611656234301085,-10.82401965826264,70.6173731061748
20.18011990808375,0.02587784585803532,-10.34834136265846,69.38035022635756
21.51018188335663,0.02521614074460032,-9.879178266468697,68.08711185056775
22.92790760226054,0.0250557479632011,-9.422021301951428,66.74270886101728
24.43907493987982,0.02485822296223803,-8.972166875059198,65.35846134328939
26.04984258826016,0.02445131972860096,-8.53398573403484,63.92240696027073
27.7667751558714,0.02417696091373034,-8.105199351208638,62.44872127395628
29.59686992136296,0.02378343653821703,-7.686802481548234,60.92961249910428
31.54758535064708,0.02313360316150304,-7.283025238483792,59.36840086336684
33.62687149352879,0.02256231602338644,-6.891040828379468,57.77702485443385
35.84320238376367,0.02285899082177429,-6.51364775309061,56.14821962804358
38.20561057458702,0.02191217197209638,-6.149592855034389,54.48282477081834
40.72372395046374,0.02168609636102156,-5.802227850765495,52.80493774031773
43.40780496508258,0.02115831769106694,-5.468483260127318,51.1071563932053
46.26879246550818,0.02074762202871373,-5.151419052948598,49.39022200478195
49.31834627294185,0.02084425170404353,-4.848255721327149,47.67544368348089
52.56889470177968,0.01954707578122587,-4.561045283284737,45.94999606372082
56.03368521062846,0.01935119613403235,-4.290466769322769,44.22753823360483
59.72683839170607,0.01914172458277366,-4.036053757719557,42.5227253115312
63.6634055186563,0.0181688527791899,-3.795080108275146,40.82788593943363
67.85942988731342,0.01773062415705678,-3.570258535941631,39.15720924577151
72.33201219940629,0.01751629125162284,-3.360416300250868,37.50962957888145
77.09938025567172,0.01701892184092839,-3.163668066728988,35.89495186566605
82.18096324240585,0.01670147513916972,-2.981156382416715,34.31584464483427
87.59747091420796,0.01627685446634739,-2.811420898053083,32.77025218632817
93.37097799561953,0.01576565867209787,-2.653160687012441,31.26243648347329
99.52501414563578,0.0152968153344355,-2.506502626466981,29.80071864253959
106.084659851734,0.01485652527437552,-2.371393786467487,28.38636670444527
113.0766486442299,0.01473587976186122,-2.247040760006351,27.0128483742626
