Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
5768.063006253211,0.05780316567196439,-22.62099209135083,94.00828308468539
6039.903440804034,0.05815313816055531,-23.38041844017464,93.66465741649648
6324.555320336761,0.06052257504007356,-24.11906247092485,93.38883249861937
6622.622429651821,0.06257974325983909,-24.79633824806335,93.13347002030586
6934.737009050635,0.05152420881189116,-25.462062249325,92.93006750458004
7261.56109540203,0.06485506695795983,-26.08634294716727,92.67853412926036
7603.787926411224,0.06734477469385947,-26.67556285318162,92.55771746546418
7962.143411069947,0.06794529283468098,-27.25344791911182,92.40869360115684
8337.387669406708,0.06564016661772762,-27.81269159262242,92.18821723725954
8730.316644803321,0.06161288589888066,-28.33389930853313,92.15060117245912
9141.763792297505,0.05956441048451075,-28.8723092120669,92.07246152845377
9572.601846452766,0.06209321732831337,-29.3964913091645,91.90315439868823
10023.74467254545,0.06816808821832177,-29.88018357802136,91.86322091279908
10496.14920499545,0.07447453191292801,-30.38993668483366,91.7438635290337
10990.81747715249,0.07830143214397636,-30.87411047388918,91.60998157562931
11508.79874674314,0.07902604188529992,-31.35882838749734,91.53920428724312
12051.19172148715,0.0804641632085295,-31.82163528478628,91.53551264778515
12619.14688960387,0.07077200525892871,-32.27308274759101,91.36469606569578
13213.86896015192,0.08299100681927127,-32.74220724507336,91.48328090629042
13836.61941837873,0.08336393423775311,-33.19385518072708,91.21694491418071
14488.71920149981,0.08085645339320359,-33.62771071694061,91.20402885702673
15171.55150058367,0.08558686579050009,-34.08973906722355,91.14883066647465
15886.56469448563,0.08630814262867893,-34.52294983160056,91.07457812139398
16635.27542205343,0.08521502947945922,-34.92916912913203,91.03980090499113
17419.27179912161,0.08952511499261094,-35.39531343793969,90.87488828827082
18240.2167871182,0.08258800072147543,-35.81784656660544,90.82075637075602
19099.85172042871,0.09157511849140772,-36.23275932967996,90.89697039048114
20000,0.08794273793305346,-36.64897368439674,90.86507221925946
